idx,name,center_x_mm,center_y_mm,center_z_mm,size_x_mm,size_y_mm,size_z_mm,volume_mm3
110,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102995:1/MANIFOLD_SOLID_BREP_102995,-5.35,-18.276,46.573,3.3,0.5,0.5,0.644
111,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103135:1/MANIFOLD_SOLID_BREP_103135,-5.35,-18.276,45.323,3.3,0.5,0.5,0.644
112,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103275:1/MANIFOLD_SOLID_BREP_103275,-5.35,-18.276,47.823,3.3,0.5,0.5,0.644
113,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/PCBA_1:1/PCBA_1,-11.25,-22.5,38.924,2.7,16.2,12.94,221.832
114,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/WJ-BB00-0235_HORN_22:1/WJ-BB00-0235_HORN_22,-26.2,-22.5,37.594,4.0,16.0,16.0,451.691
115,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-10-6_2:1/M2-10-6_2,-9.4,-16.0,37.594,7.0,3.2,3.2,31.542
116,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-4LOUSI_1:1/M2-4LOUSI_1,-6.25,-16.0,37.594,5.5,3.5,3.5,22.451
117,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-10-6_2:2/M2-10-6_2,-9.4,-29.0,37.594,7.0,3.2,3.2,31.542
118,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-4LOUSI_1:2/M2-4LOUSI_1,-6.25,-29.0,37.594,5.5,3.5,3.5,22.451
119,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/FEETECH_HL_3915_Servo_Motor v4:2/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/MF85ZZ_1:1/MF85ZZ_1,-0.95,-22.5,37.594,2.5,9.2,9.2,84.153
120,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/Spur Gear 16 teeth:1/Spur Gear 16 teeth,-29.4,-22.5,37.594,8.0,18.0,18.0,915.677
121,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/WJ-WK00-0413-MIDDLECASE_80:1/WJ-WK00-0413-MIDDLECASE_80,85.974,-57.008,52.094,34.0,15.0,20.0,1568.31
122,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/WJ-WK00-0412-TOPCABINET_74:1/WJ-WK00-0412-TOPCABINET_74,85.974,-48.033,52.094,34.0,4.05,20.0,2071.664
123,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/WJ-WK00-414-BOTTOMCASE_48:1/WJ-WK00-414-BOTTOMCASE_48,85.974,-67.733,52.094,34.0,7.551,20.0,1142.073
124,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/PHS_1_7X20_5_DC10_3_3:1/PHS_1_7X20_5_DC10_3_3,97.974,-56.878,60.494,2.8,21.259,2.8,37.814
125,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/PHS_1_7X20_5_DC10_3_3:2/PHS_1_7X20_5_DC10_3_3,97.974,-56.878,43.694,2.8,21.259,2.8,37.814
126,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/PHS_1_7X20_5_DC10_3_3:3/PHS_1_7X20_5_DC10_3_3,70.574,-56.878,56.994,2.8,21.259,2.8,37.814
127,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/PHS_1_7X20_5_DC10_3_3:4/PHS_1_7X20_5_DC10_3_3,74.074,-56.878,43.694,2.8,21.259,2.8,37.814
128,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/OUTGEAR_ASM_11_ASM:1/OUTGEAR_ASM_11_ASM/OUTPUTGEAR_40:1/OUTPUTGEAR_40,93.477,-49.758,52.098,16.276,11.9,16.272,540.405
129,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:1/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102855:1/MANIFOLD_SOLID_BREP_102855,84.496,-63.558,46.019,5.75,3.3,4.7,50.188
130,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:1/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102995:1/MANIFOLD_SOLID_BREP_102995,84.496,-65.858,47.869,0.5,3.3,0.5,0.644
131,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:1/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103135:1/MANIFOLD_SOLID_BREP_103135,83.246,-65.858,47.869,0.5,3.3,0.5,0.644
132,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:1/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103275:1/MANIFOLD_SOLID_BREP_103275,85.746,-65.858,47.869,0.5,3.3,0.5,0.644
133,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102855:1/MANIFOLD_SOLID_BREP_102855,84.496,-63.558,58.168,5.75,3.3,4.7,50.188
134,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102995:1/MANIFOLD_SOLID_BREP_102995,84.496,-65.858,56.318,0.5,3.3,0.5,0.644
135,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103135:1/MANIFOLD_SOLID_BREP_103135,85.746,-65.858,56.318,0.5,3.3,0.5,0.644
136,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103275:1/MANIFOLD_SOLID_BREP_103275,83.246,-65.858,56.318,0.5,3.3,0.5,0.644
137,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/PCBA_1:1/PCBA_1,92.144,-59.958,52.094,12.94,2.7,16.2,221.832
138,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/WJ-BB00-0235_HORN_22:1/WJ-BB00-0235_HORN_22,93.474,-45.008,52.094,16.0,4.0,16.0,451.691
139,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-10-6_2:1/M2-10-6_2,93.474,-61.808,58.594,3.2,7.0,3.2,31.542
140,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-4LOUSI_1:1/M2-4LOUSI_1,93.474,-64.958,58.594,3.5,5.5,3.5,22.451
141,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-10-6_2:2/M2-10-6_2,93.474,-61.808,45.594,3.2,7.0,3.2,31.542
142,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-4LOUSI_1:2/M2-4LOUSI_1,93.474,-64.958,45.594,3.5,5.5,3.5,22.451
143,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/MF85ZZ_1:1/MF85ZZ_1,93.474,-70.258,52.094,9.2,2.5,9.2,84.153
144,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/L_RACK:1/L_RACK,72.559,-41.208,52.094,81.681,9.5,20.0,5385.925
145,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:3/P_RACK/=>[0:1:1:68]/SOLID,57.737,-19.667,51.094,111.474,106.681,22.0,32922.815
146,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/WJ-WK00-0413-MIDDLECASE_80:1/WJ-WK00-0413-MIDDLECASE_80,85.974,57.008,52.094,34.0,15.0,20.0,1568.31
147,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/WJ-WK00-0412-TOPCABINET_74:1/WJ-WK00-0412-TOPCABINET_74,85.974,48.033,52.094,34.0,4.05,20.0,2071.664
148,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/WJ-WK00-414-BOTTOMCASE_48:1/WJ-WK00-414-BOTTOMCASE_48,85.974,67.733,52.094,34.0,7.551,20.0,1142.073
149,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/PHS_1_7X20_5_DC10_3_3:1/PHS_1_7X20_5_DC10_3_3,97.974,56.878,43.694,2.8,21.259,2.8,37.814
150,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/PHS_1_7X20_5_DC10_3_3:2/PHS_1_7X20_5_DC10_3_3,97.974,56.878,60.494,2.8,21.259,2.8,37.814
151,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/PHS_1_7X20_5_DC10_3_3:3/PHS_1_7X20_5_DC10_3_3,70.574,56.878,47.194,2.8,21.259,2.8,37.814
152,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1/DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM/PHS_1_7X20_5_DC10_3_3:4/PHS_1_7X20_5_DC10_3_3,74.074,56.878,60.494,2.8,21.259,2.8,37.814
153,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/OUTGEAR_ASM_11_ASM:1/OUTGEAR_ASM_11_ASM/OUTPUTGEAR_40:1/OUTPUTGEAR_40,93.477,49.758,52.09,16.276,11.9,16.272,540.405
154,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:1/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102855:1/MANIFOLD_SOLID_BREP_102855,84.496,63.558,58.168,5.75,3.3,4.7,50.188
155,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:1/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102995:1/MANIFOLD_SOLID_BREP_102995,84.496,65.858,56.318,0.5,3.3,0.5,0.644
156,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:1/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103135:1/MANIFOLD_SOLID_BREP_103135,83.246,65.858,56.318,0.5,3.3,0.5,0.644
157,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:1/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103275:1/MANIFOLD_SOLID_BREP_103275,85.746,65.858,56.318,0.5,3.3,0.5,0.644
158,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102855:1/MANIFOLD_SOLID_BREP_102855,84.496,63.558,46.019,5.75,3.3,4.7,50.188
159,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_102995:1/MANIFOLD_SOLID_BREP_102995,84.496,65.858,47.869,0.5,3.3,0.5,0.644
160,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103135:1/MANIFOLD_SOLID_BREP_103135,85.746,65.858,47.869,0.5,3.3,0.5,0.644
161,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/1215BLUSHMOTORASSEMBLY_ASM_18_ASM:1/1215BLUSHMOTORASSEMBLY_ASM_18_ASM/125-3PINSEAT_1_ASM:2/125-3PINSEAT_1_ASM/MANIFOLD_SOLID_BREP_103275:1/MANIFOLD_SOLID_BREP_103275,83.246,65.858,47.869,0.5,3.3,0.5,0.644
162,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/PCBA_1:1/PCBA_1,92.144,59.958,52.094,12.94,2.7,16.2,221.832
163,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/WJ-BB00-0235_HORN_22:1/WJ-BB00-0235_HORN_22,93.474,45.008,52.094,16.0,4.0,16.0,451.691
164,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-10-6_2:1/M2-10-6_2,93.474,61.808,45.594,3.2,7.0,3.2,31.542
165,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-4LOUSI_1:1/M2-4LOUSI_1,93.474,64.958,45.594,3.5,5.5,3.5,22.451
166,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-10-6_2:2/M2-10-6_2,93.474,61.808,58.594,3.2,7.0,3.2,31.542
